val_loss,val_acc,loss,acc
0.5938088297843933,0.7895833253860474,0.8965628743171692,0.7203802466392517
0.5269849300384521,0.7895833253860474,0.5238810181617737,0.7996754050254822
0.5360368490219116,0.7854166626930237,0.4410600960254669,0.8314398527145386
0.530247151851654,0.793749988079071,0.38291341066360474,0.8564804196357727
0.506396472454071,0.8062499761581421,0.3334153890609741,0.8761882781982422
0.661659300327301,0.7916666865348816,0.2795924246311188,0.897750973701477
0.6222349405288696,0.8062499761581421,0.24305155873298645,0.9186181426048279
0.6629603505134583,0.7958333492279053,0.20986196398735046,0.9346162676811218
0.7278698682785034,0.7916666865348816,0.16402490437030792,0.9489914178848267
0.7215628027915955,0.7854166626930237,0.13609984517097473,0.9619753956794739
0.8550254702568054,0.7875000238418579,0.11461100727319717,0.9707859754562378
0.8230267763137817,0.8083333373069763,0.09779533743858337,0.9784373044967651
0.8716513514518738,0.800000011920929,0.08332335203886032,0.9821469783782959
0.9071285128593445,0.7958333492279053,0.0938137099146843,0.9768142700195312
0.9238556027412415,0.7833333611488342,0.08745962381362915,0.9793646931648254
1.0443910360336304,0.7875000238418579,0.0674545094370842,0.9856248497962952
0.9636647701263428,0.800000011920929,0.08202657103538513,0.9821469783782959
0.8273199796676636,0.7749999761581421,0.09908492118120193,0.9779735803604126
1.0021703243255615,0.7875000238418579,0.06655404716730118,0.9851611256599426
1.0284907817840576,0.7916666865348816,0.0541255883872509,0.986320436000824
0.9940527081489563,0.7958333492279053,0.04800140857696533,0.9860885739326477
1.0229408740997314,0.7916666865348816,0.04050431773066521,0.9870160222053528
1.0412482023239136,0.793749988079071,0.038765840232372284,0.9867841601371765
1.0748507976531982,0.7854166626930237,0.040365833789110184,0.9867841601371765
1.0283123254776,0.7854166626930237,0.03991232439875603,0.9879434108734131
1.0447285175323486,0.7958333492279053,0.03610319271683693,0.9877115488052368
1.0974177122116089,0.7875000238418579,0.03664395585656166,0.9865522980690002
1.0960675477981567,0.7958333492279053,0.03444560617208481,0.9884071350097656
1.0990321636199951,0.7854166626930237,0.03355543315410614,0.9870160222053528
1.0487562417984009,0.78125,0.03602822124958038,0.9888708591461182
1.0618497133255005,0.7916666865348816,0.03563666343688965,0.9865522980690002
1.0729643106460571,0.7875000238418579,0.03144388645887375,0.9884071350097656
1.0624587535858154,0.7958333492279053,0.03494255617260933,0.9881752729415894
1.1215678453445435,0.7791666388511658,0.03109767660498619,0.9891027212142944
1.1056634187698364,0.7895833253860474,0.031250905245542526,0.986320436000824
1.1898776292800903,0.7854166626930237,0.03330707550048828,0.987247884273529
1.0964739322662354,0.7979166507720947,0.036398425698280334,0.987247884273529
1.111732006072998,0.7916666865348816,0.03506092727184296,0.9881752729415894
1.1483283042907715,0.7875000238418579,0.03135865926742554,0.9870160222053528
1.2167068719863892,0.7875000238418579,0.03279149904847145,0.9886389970779419
1.147447943687439,0.7916666865348816,0.034634605050086975,0.9867841601371765
1.105981707572937,0.7916666865348816,0.03191998228430748,0.9877115488052368
1.085797667503357,0.7854166626930237,0.03355666995048523,0.9877115488052368
1.1949337720870972,0.7875000238418579,0.03177300840616226,0.9870160222053528
1.2268006801605225,0.7895833253860474,0.03092370741069317,0.9867841601371765
1.2669144868850708,0.800000011920929,0.030185554176568985,0.9888708591461182
1.2295016050338745,0.7770833373069763,0.03281799703836441,0.9867841601371765
1.330739140510559,0.793749988079071,0.03194453939795494,0.9877115488052368
1.3008742332458496,0.7875000238418579,0.03062649443745613,0.9888708591461182
1.365125298500061,0.7854166626930237,0.0318295955657959,0.987247884273529
