val_loss,val_acc,loss,acc
2.565469264984131,0.6567553281784058,5.540571212768555,0.48181816935539246
1.5174000263214111,0.7021387815475464,2.0175302028656006,0.6426229476928711
1.2485339641571045,0.7078769207000732,1.4765512943267822,0.6572279930114746
1.2019307613372803,0.6776213049888611,1.2893431186676025,0.6681073307991028
1.127320408821106,0.6770996451377869,1.222484827041626,0.6587183475494385
1.0862994194030762,0.6958789825439453,1.1539493799209595,0.6791356205940247
1.083754539489746,0.6984872221946716,1.1482306718826294,0.6643815040588379
1.0241397619247437,0.7240480184555054,1.1277179718017578,0.6776453256607056
0.9858952164649963,0.7318727374076843,1.0988869667053223,0.6816691756248474
1.0427815914154053,0.7162232398986816,1.1083924770355225,0.6903129816055298
1.0062494277954102,0.7323943376541138,1.0908889770507812,0.6858420372009277
0.9836902618408203,0.7339593172073364,1.0772708654403687,0.6946348547935486
0.9853605628013611,0.7240480184555054,1.0839101076126099,0.6847988367080688
0.9884325265884399,0.7287428379058838,1.0890787839889526,0.6780924201011658
0.9590356945991516,0.7433489561080933,1.0554252862930298,0.6868852376937866
1.0135517120361328,0.7167448997497559,1.0690971612930298,0.6853949427604675
0.9998141527175903,0.7089201807975769,1.0411608219146729,0.6944858431816101
0.9613559246063232,0.7355242371559143,1.0423179864883423,0.6958271265029907
0.9515138268470764,0.7318727374076843,1.058832049369812,0.6901639103889465
0.964795708656311,0.7146583199501038,1.0340675115585327,0.6931445598602295
0.957147479057312,0.7303077578544617,1.0468025207519531,0.6858420372009277
0.9701073169708252,0.707355260848999,1.0354983806610107,0.6979135870933533
0.9927085041999817,0.707355260848999,1.0464298725128174,0.685543954372406
0.9384074211120605,0.7350026369094849,1.0380594730377197,0.6941877603530884
1.002220630645752,0.6885759234428406,1.0426347255706787,0.6834575533866882
0.92295241355896,0.7376108765602112,1.0496723651885986,0.6862891316413879
0.9336211681365967,0.7376108765602112,1.036068081855774,0.6906110048294067
0.9115034937858582,0.737089216709137,1.0170965194702148,0.6968703269958496
0.9044173359870911,0.7266562581062317,1.0377792119979858,0.6794337034225464
0.9089246392250061,0.7318727374076843,1.0193942785263062,0.693293571472168
0.9377912878990173,0.7209181189537048,1.026662826538086,0.6858420372009277
0.8996211886405945,0.7381324768066406,1.024558186531067,0.6934426426887512
0.899559497833252,0.737089216709137,1.0205457210540771,0.6882265210151672
0.8876729011535645,0.7522169947624207,1.0034078359603882,0.69076007604599
0.9183273911476135,0.7271778583526611,1.0008554458618164,0.6947839260101318
0.8733075261116028,0.7443922758102417,1.000040054321289,0.6897168159484863
0.9088985919952393,0.7271778583526611,1.0043140649795532,0.6934426426887512
0.876750111579895,0.7464788556098938,1.0099998712539673,0.6870342493057251
0.9269335865974426,0.7271778583526611,0.9998796582221985,0.6941877603530884
0.9133561253547668,0.7282211780548096,0.996210515499115,0.6961252093315125
0.8773766756057739,0.7386541366577148,0.9940250515937805,0.6876304149627686
0.8763694167137146,0.7376108765602112,0.9965237379074097,0.6961252093315125
0.8646427989006042,0.7464788556098938,0.9697133302688599,0.7053651213645935
0.8769499659538269,0.7297860980033875,0.9834209084510803,0.6958271265029907
0.8719360828399658,0.7376108765602112,0.9903535842895508,0.6968703269958496
0.8648049831390381,0.7365675568580627,0.9794933795928955,0.7019373774528503
0.892774224281311,0.7162232398986816,0.9826965928077698,0.6973174214363098
0.8734374046325684,0.7412623763084412,1.0052356719970703,0.6837555766105652
0.8751142621040344,0.7407407164573669,0.981217622756958,0.695231020450592
0.8828380703926086,0.7428273558616638,0.9850010275840759,0.687779426574707
